,Unnamed: 0.1,Unnamed: 0,ID,Rodada,Data,Casa,Fora,Gol_Casa,Gol_Fora,Escanteios_Casa,Escanteios_Fora,Cartao_Amarelo_Casa,Cartao_Amarelo_Fora,Cartao_Vermelho_Casa,Cartao_Vermelho_Fora,PrimeiroGol,Posse_De_Bola_Casa,Posse_De_Bola_Fora,AtaquePerigoso_Casa,AtaquePerigoso_Fora,Ataque_Casa,Ataque_Fora,Finalizacao_Gol_Casa,Finalizacao_Gol_Fora,Finalizacao_Casa,Finalizacao_Fora
0,0.0,1.0,2024-24FlamengoBragantino,24,2024/08/25 20:00,Flamengo,Bragantino,2,1,6,10,1,1,0,0,16' - 1st Goal - Michael (Flamengo) - Header,50,50,73,75,110,104,7,2,6,9
1,1.0,2.0,2024-24InternacionalCruzeiro,24,2024/08/25 19:00,Internacional,Cruzeiro,1,0,12,3,2,2,0,0,70' - 1st Goal - Borre (Internacional) - Shot (Assist: Tabata),44,56,54,26,126,84,9,3,10,2
2,2.0,3.0,2024-24São PauloVitória,24,2024/08/25 18:30,São Paulo,Vitória,2,1,4,3,0,2,0,0,6' - 1st Goal - William (Sao Paulo) - Shot,58,42,39,34,81,77,3,4,9,6
3,3.0,4.0,2024-24EC BahiaBotafogo,24,2024/08/25 16:00,EC Bahia,Botafogo,0,0,4,7,4,4,0,0,,53,47,47,38,83,84,7,3,10,9
4,4.0,5.0,2024-24Fortaleza ECCorinthians,24,2024/08/25 16:00,Fortaleza EC,Corinthians,1,0,3,9,3,2,0,0,78' - 1st Goal - Yago Pikachu (Fortaleza) - Shot,45,55,32,34,89,84,5,2,2,7
5,5.0,6.0,2024-24CriciúmaGrêmio,24,2024/08/25 16:00,Criciúma,Grêmio,0,1,6,9,2,1,0,0,86' - 1st Goal - Monsalve (Gremio) - Shot,47,53,44,61,104,111,4,4,15,10
6,6.0,7.0,2024-24Atlético MineiroFluminense,24,2024/08/24 21:00,Atlético Mineiro,Fluminense,0,2,5,2,5,3,0,0,23' - 1st Goal - Serna (Fluminense) - Shot,60,40,52,28,129,72,0,6,17,2
7,7.0,8.0,2024-24PalmeirasCuiabá EC,24,2024/08/24 18:30,Palmeiras,Cuiabá EC,5,0,7,1,1,1,0,0,15' - 1st Goal - Murilo (Palmeiras) - Shot,58,42,43,21,86,86,9,3,5,7
8,8.0,9.0,2024-24Atlético GOJuventude,24,2024/08/24 16:00,Atlético GO,Juventude,2,1,4,6,4,5,1,1,47' - 1st Goal - Hurtado (Atletico GO) - Shot,40,60,32,37,79,86,7,3,11,10
9,9.0,10.0,2024-23VitóriaCruzeiro,23,2024/08/19 20:00,Vitória,Cruzeiro,2,2,4,7,1,3,1,0,25' - 1st Goal - Osvaldo (Vitoria) - Penalty,30,70,28,75,66,115,5,12,9,13
10,10.0,11.0,2024-23Athletico ParanaenseJuventude,23,2024/08/18 18:30,Athletico Paranaense,Juventude,1,2,10,4,4,2,0,0,30' - 1st Goal - Nene (Juventude) - Shot,59,41,50,26,119,92,7,5,16,3
11,11.0,12.0,2024-23BotafogoFlamengo,23,2024/08/18 18:30,Botafogo,Flamengo,4,1,5,2,4,2,0,0,3' - 1st Goal - Ponte (Botafogo) - Header (Assist: Marlon Freitas),55,45,50,33,92,79,9,4,10,6
12,12.0,13.0,2024-23PalmeirasSão Paulo,23,2024/08/18 16:00,Palmeiras,São Paulo,2,1,6,1,4,2,0,1,52' - 1st Goal - Lopez (Palmeiras) - Shot,53,47,46,24,98,70,8,4,16,4
13,13.0,14.0,2024-23Atlético GOInternacional,23,2024/08/18 16:00,Atlético GO,Internacional,1,0,4,7,2,0,0,0,69' - 1st Goal - Hurtado (Atletico GO) - Shot,42,58,51,61,90,129,5,6,8,13
14,14.0,15.0,2024-23CriciúmaVasco da Gama,23,2024/08/18 16:00,Criciúma,Vasco da Gama,2,2,9,10,3,1,0,0,6' - 1st Goal - Bolasie (Criciuma) - Shot (Assist: Allano),50,50,40,41,127,84,8,4,11,9
15,15.0,16.0,2024-23FluminenseCorinthians,23,2024/08/17 21:00,Fluminense,Corinthians,0,0,6,2,2,2,0,0,,55,45,47,36,98,78,4,2,11,6
16,16.0,17.0,2024-23BragantinoFortaleza EC,23,2024/08/17 18:30,Bragantino,Fortaleza EC,1,2,9,2,4,3,0,0,26' - 1st Goal - Pochettino (Fortaleza) - Shot,61,39,75,37,108,100,9,7,4,7
17,17.0,18.0,2024-23GrêmioEC Bahia,23,2024/08/17 16:00,Grêmio,EC Bahia,0,2,1,5,3,1,0,0,45' - 1st Goal - Thaciano (Bahia) - Header,40,60,51,46,105,99,5,5,9,7
18,18.0,19.0,2024-23Atlético MineiroCuiabá EC,23,2024/08/17 16:00,Atlético Mineiro,Cuiabá EC,1,1,8,6,3,6,0,0,11' - 1st Goal - Igor Gomes (Atletico Mineiro) - Penalty,60,40,48,27,96,68,4,6,9,5
19,19.0,20.0,2024-6InternacionalJuventude,6,2024/08/14 19:30,Internacional,Juventude,2,1,8,1,2,4,0,0,45+4' - 1st Goal - Nene (Juventude) - Shot,48,52,54,16,110,82,10,3,11,5
20,20.0,21.0,2024-22InternacionalAthletico Paranaense,22,2024/08/11 19:00,Internacional,Athletico Paranaense,2,2,9,0,1,2,0,0,12' - 1st Goal - Wesley (Internacional) - Shot,54,46,66,34,132,100,4,5,19,7
21,21.0,22.0,2024-22EC BahiaVitória,22,2024/08/11 16:00,EC Bahia,Vitória,2,0,3,7,3,4,0,0,15' - 1st Goal - Everton Ribeiro (Bahia) - Shot,57,43,32,40,80,106,3,5,4,8
22,22.0,23.0,2024-22FlamengoPalmeiras,22,2024/08/11 16:00,Flamengo,Palmeiras,1,1,4,2,1,3,0,1,69' - 1st Goal - De Arrascaeta (Flamengo) - Shot,51,49,42,35,96,90,7,6,4,3
23,23.0,24.0,2024-22São PauloAtlético GO,22,2024/08/11 16:00,São Paulo,Atlético GO,1,0,3,2,1,2,0,0,15' - 1st Goal - Andre Silva (Sao Paulo) - Header,45,55,36,45,92,117,7,6,5,7
24,24.0,25.0,2024-22JuventudeBotafogo,22,2024/08/11 11:00,Juventude,Botafogo,3,2,6,12,3,5,0,0,9' - 1st Goal - Danilo Boza (Juventude) - Header,37,63,26,64,58,120,8,10,8,14
25,25.0,26.0,2024-22CorinthiansBragantino,22,2024/08/10 21:30,Corinthians,Bragantino,1,1,6,6,3,6,0,0,39' - 1st Goal - Helinho (Bragantino) - Shot,63,37,80,28,124,78,5,6,15,5
26,26.0,27.0,2024-22CruzeiroAtlético Mineiro,22,2024/08/10 21:30,Cruzeiro,Atlético Mineiro,0,0,4,4,3,1,0,0,,35,65,26,34,107,96,1,4,5,8
27,27.0,28.0,2024-22Vasco da GamaFluminense,22,2024/08/10 21:30,Vasco da Gama,Fluminense,2,0,6,3,3,3,0,0,23' - 1st Goal - Vegetti (Vasco da Gama) - Shot,43,57,34,44,96,94,3,3,5,9
28,28.0,29.0,2024-22Cuiabá ECGrêmio,22,2024/08/10 19:00,Cuiabá EC,Grêmio,1,3,5,5,1,2,0,0,23' - 1st Goal - Gomes (Gremio) - Header,60,40,58,39,128,72,3,6,12,3
29,29.0,30.0,2024-22Fortaleza ECCriciúma,22,2024/08/10 16:00,Fortaleza EC,Criciúma,1,0,4,6,2,4,0,0,47' - 1st Goal - Moises (Fortaleza) - Shot,50,50,29,28,96,104,4,2,12,10
30,30.0,31.0,2024-21CruzeiroFortaleza EC,21,2024/08/05 21:00,Cruzeiro,Fortaleza EC,1,2,5,1,3,3,0,0,9' - 1st Goal - Breno (Fortaleza) - Shot,68,32,61,24,137,75,7,4,8,7
31,31.0,32.0,2024-21InternacionalPalmeiras,21,2024/08/04 17:00,Internacional,Palmeiras,1,1,4,11,2,0,0,0,31' - 1st Goal - Bruno Henrique (Internacional) - Shot,41,59,51,68,93,130,7,5,9,12
32,32.0,33.0,2024-21Athletico ParanaenseGrêmio,21,2024/08/04 16:00,Athletico Paranaense,Grêmio,0,2,9,0,2,0,0,0,18' - 1st Goal - Martins (Gremio) - Header,75,25,82,17,176,74,3,7,11,2
33,33.0,34.0,2024-21CorinthiansJuventude,21,2024/08/04 16:00,Corinthians,Juventude,1,1,11,3,2,6,0,2,4' - 1st Goal - Alan Ruschel (Juventude) - Shot,64,36,75,11,152,50,10,3,24,3
34,34.0,35.0,2024-21FluminenseEC Bahia,21,2024/08/04 16:00,Fluminense,EC Bahia,1,0,3,3,3,2,0,0,45' - 1st Goal - Kaua Elias (Fluminense) - Header,49,51,52,30,104,100,6,3,6,8
35,35.0,36.0,2024-21São PauloFlamengo,21,2024/08/03 21:30,São Paulo,Flamengo,1,0,8,3,1,2,0,0,62' - 1st Goal - Calleri (Sao Paulo) - Header,59,41,49,28,107,83,3,0,12,8
36,36.0,37.0,2024-21Atlético GOBotafogo,21,2024/08/03 20:00,Atlético GO,Botafogo,1,4,3,7,3,3,1,1,21' - 1st Goal - Carlos Alberto (Botafogo) - Shot,48,52,52,31,87,89,3,9,6,4
37,37.0,38.0,2024-21CriciúmaAtlético Mineiro,21,2024/08/03 20:00,Criciúma,Atlético Mineiro,2,1,5,1,1,2,0,0,58' - 1st Goal - Higor Meritao (Criciuma) - Shot,28,72,22,50,66,124,5,3,8,16
38,38.0,39.0,2024-21Vasco da GamaBragantino,21,2024/08/03 19:00,Vasco da Gama,Bragantino,2,2,4,3,4,1,0,0,5' - 1st Goal - Jhonatan (Bragantino) - Shot,63,37,62,23,130,72,3,3,8,4
39,39.0,40.0,2024-21VitóriaCuiabá EC,21,2024/08/03 16:00,Vitória,Cuiabá EC,1,0,4,5,3,3,0,0,71' - 1st Goal - Wagner Leonardo (Vitoria) - Header,47,53,49,40,90,120,3,2,14,7
40,40.0,41.0,2024-20Atlético MineiroCorinthians,20,2024/07/28 19:00,Atlético Mineiro,Corinthians,2,1,4,4,2,3,1,0,32' - 1st Goal - Hulk (Atletico Mineiro) - Penalty,67,33,44,32,110,87,4,7,6,4
41,41.0,42.0,2024-20GrêmioVasco da Gama,20,2024/07/28 19:00,Grêmio,Vasco da Gama,1,0,8,3,3,4,0,0,57' - 1st Goal - Soteldo (Gremio) - Shot,54,46,67,20,99,83,3,1,17,11
42,42.0,43.0,2024-20Cuiabá ECAthletico Paranaense,20,2024/07/28 19:00,Cuiabá EC,Athletico Paranaense,1,2,12,2,0,2,0,0,11' - 1st Goal - Julimar (Athletico Paranaense) - Shot,50,50,80,38,121,86,4,4,14,7
43,43.0,44.0,2024-20FlamengoAtlético GO,20,2024/07/28 16:00,Flamengo,Atlético GO,2,0,6,3,3,2,2,0,19' - 1st Goal - Pedro (Flamengo) - Shot,53,47,53,48,104,102,6,3,6,9
44,44.0,45.0,2024-20BragantinoFluminense,20,2024/07/28 11:00,Bragantino,Fluminense,0,1,5,6,1,2,0,0,44' - 1st Goal - Kaua Elias (Fluminense) - Shot (Assist: Ganso),59,41,49,41,111,81,2,3,11,4
45,45.0,46.0,2024-20BotafogoCruzeiro,20,2024/07/27 21:30,Botafogo,Cruzeiro,0,3,8,1,2,4,0,0,13' - 1st Goal - William (Cruzeiro) - Shot,58,42,60,23,122,70,10,5,8,7
46,46.0,47.0,2024-20Fortaleza ECSão Paulo,20,2024/07/27 21:30,Fortaleza EC,São Paulo,1,0,3,10,2,3,0,0,4' - 1st Goal - Kayzer (Fortaleza) - Penalty,37,63,37,38,83,89,2,1,10,8
47,47.0,48.0,2024-20EC BahiaInternacional,20,2024/07/27 20:00,EC Bahia,Internacional,1,1,4,2,1,4,0,0,13' - 1st Goal - David Duarte (Bahia) - Header,51,49,40,45,94,127,3,2,7,10
48,48.0,49.0,2024-20JuventudeCriciúma,20,2024/07/27 19:00,Juventude,Criciúma,1,2,5,7,1,2,0,0,57' - 1st Goal - Bolasie (Criciuma) - Shot,58,42,48,46,100,91,5,7,5,7
49,49.0,50.0,2024-20PalmeirasVitória,20,2024/07/27 19:00,Palmeiras,Vitória,0,2,13,2,2,4,0,1,52' - 1st Goal - Osvaldo (Vitoria) - Shot,71,29,98,23,144,93,3,3,18,7
50,50.0,51.0,2024-19CorinthiansGrêmio,19,2024/07/25 20:00,Corinthians,Grêmio,2,2,4,5,1,1,0,0,2' - 1st Goal - Ely (Gremio) - Header,64,36,41,24,89,70,7,7,7,11
51,51.0,52.0,2024-19FluminensePalmeiras,19,2024/07/24 21:30,Fluminense,Palmeiras,1,0,4,2,2,3,0,0,87' - 1st Goal - Arias (Fluminense) - Shot,50,50,37,39,91,107,2,1,12,6
52,52.0,53.0,2024-19Atlético GOEC Bahia,19,2024/07/24 21:30,Atlético GO,EC Bahia,1,1,8,4,4,4,1,0,60' - 1st Goal - Fernando (Atletico GO) - Shot,30,70,47,46,61,116,4,2,11,5
53,53.0,54.0,2024-19VitóriaFlamengo,19,2024/07/24 20:00,Vitória,Flamengo,1,2,4,8,1,1,0,0,39' - 1st Goal - De Arrascaeta (Flamengo) - Shot,44,56,38,45,90,123,3,4,7,4
54,54.0,55.0,2024-19São PauloBotafogo,19,2024/07/24 19:30,São Paulo,Botafogo,2,2,7,1,4,3,0,0,6' - 1st Goal - Lucas Moura (Sao Paulo) - Penalty,69,31,45,24,104,62,6,6,9,6
55,55.0,56.0,2024-3CriciúmaFortaleza EC,3,2024/07/24 19:00,Criciúma,Fortaleza EC,1,1,4,5,0,1,0,0,21' - 1st Goal - Trauco (Criciuma) - Shot,49,51,58,52,108,109,7,4,5,11
56,56.0,57.0,2024-19CruzeiroJuventude,19,2024/07/24 19:00,Cruzeiro,Juventude,2,0,6,5,3,2,0,1,45' - 1st Goal - William (Cruzeiro) - Penalty,56,44,54,21,96,68,5,2,7,5
57,57.0,58.0,2024-18Cuiabá ECFluminense,18,2024/07/21 20:00,Cuiabá EC,Fluminense,0,1,6,4,1,2,0,0,74' - 1st Goal - Kaua Elias (Fluminense) - Shot,47,53,51,38,90,102,6,4,10,6
58,58.0,59.0,2024-18JuventudeSão Paulo,18,2024/07/21 18:30,Juventude,São Paulo,0,0,1,4,4,2,0,0,,37,63,40,39,78,112,0,2,10,9
59,59.0,60.0,2024-18BragantinoAthletico Paranaense,18,2024/07/21 18:30,Bragantino,Athletico Paranaense,1,0,2,11,2,7,1,0,8' - 1st Goal - Raul (Bragantino) - Shot,35,65,44,77,93,110,3,7,9,12
60,60.0,61.0,2024-18Fortaleza ECAtlético GO,18,2024/07/21 18:30,Fortaleza EC,Atlético GO,3,1,5,6,4,3,1,1,23' - 1st Goal - Pochettino (Fortaleza) - Header,60,40,42,40,123,71,3,2,9,8
61,61.0,62.0,2024-18EC BahiaCorinthians,18,2024/07/21 16:00,EC Bahia,Corinthians,0,1,6,3,3,3,0,0,37' - 1st Goal - Romero (Corinthians) - Shot,65,35,66,32,132,79,7,2,10,5
62,62.0,63.0,2024-18Atlético MineiroVasco da Gama,18,2024/07/21 16:00,Atlético Mineiro,Vasco da Gama,2,0,6,1,1,1,0,0,28' - 1st Goal - Hulk (Atletico Mineiro) - Header,54,46,39,41,110,126,3,1,12,7
63,63.0,64.0,2024-18GrêmioVitória,18,2024/07/21 11:00,Grêmio,Vitória,2,0,7,4,1,7,0,0,63' - 1st Goal - Soteldo (Gremio) - Shot,59,41,53,24,126,109,6,0,8,5
64,64.0,65.0,2024-18PalmeirasCruzeiro,18,2024/07/20 21:00,Palmeiras,Cruzeiro,2,0,6,4,4,4,0,0,36' - 1st Goal - Lopez (Palmeiras) - Shot,42,58,54,41,95,87,5,2,10,6
65,65.0,66.0,2024-18BotafogoInternacional,18,2024/07/20 18:30,Botafogo,Internacional,1,0,2,1,3,2,0,0,38' - 1st Goal - Luiz Henrique (Botafogo) - Shot,48,52,55,29,104,105,4,0,6,9
66,66.0,67.0,2024-18FlamengoCriciúma,18,2024/07/20 16:00,Flamengo,Criciúma,2,1,7,4,4,6,0,0,38' - 1st Goal - Rodrigo (Criciuma) -,63,37,60,30,103,88,6,4,9,12
67,67.0,68.0,2024-17BotafogoPalmeiras,17,2024/07/17 21:30,Botafogo,Palmeiras,1,0,5,4,2,0,0,0,56' - 1st Goal - Tiquinho Soares (Botafogo) - Shot (Assist: Luiz Henrique),43,57,45,44,76,83,7,5,9,13
68,68.0,69.0,2024-17Fortaleza ECVitória,17,2024/07/17 21:30,Fortaleza EC,Vitória,3,1,1,6,4,3,0,0,25' - 1st Goal - Breno (Fortaleza) - Free Kick,48,52,23,32,69,86,4,3,8,8
69,69.0,70.0,2024-17São PauloGrêmio,17,2024/07/17 20:00,São Paulo,Grêmio,1,0,8,9,5,3,1,0,10' - 1st Goal - Lucas Moura (Sao Paulo) - Shot,54,46,30,38,94,99,8,5,6,14
70,70.0,71.0,2024-17Atlético GOVasco da Gama,17,2024/07/17 19:00,Atlético GO,Vasco da Gama,0,1,4,6,2,3,0,0,51' - 1st Goal - David (Vasco da Gama) - Shot,52,48,66,38,95,97,7,5,11,9
71,71.0,72.0,2024-17CorinthiansCriciúma,17,2024/07/16 21:00,Corinthians,Criciúma,2,1,5,5,1,0,0,0,41' - 1st Goal - Claudinho (Criciuma) - Shot,54,46,45,33,115,97,5,4,7,11
72,72.0,73.0,2024-17JuventudeAtlético Mineiro,17,2024/07/16 19:00,Juventude,Atlético Mineiro,1,1,1,8,2,1,0,0,18' - 1st Goal - Alonso (Atletico Mineiro) - Shot,27,73,27,80,79,125,2,4,6,15
73,73.0,74.0,2024-17EC BahiaCuiabá EC,17,2024/07/13 16:00,EC Bahia,Cuiabá EC,1,2,8,4,2,3,0,0,22' - 1st Goal - Pitta (Cuiaba) - Header,63,37,89,36,141,100,2,3,11,11
74,74.0,75.0,2024-17CruzeiroBragantino,17,2024/07/13 16:00,Cruzeiro,Bragantino,2,1,1,8,2,2,0,0,8' - 1st Goal - Veron (Cruzeiro) - Shot,53,47,46,39,79,123,4,5,6,10
75,75.0,76.0,2024-16Atlético MineiroSão Paulo,16,2024/07/11 21:30,Atlético Mineiro,São Paulo,2,1,2,6,2,1,0,1,13' - 1st Goal - Vargas (Atletico Mineiro) - Shot,61,39,45,35,121,96,5,4,9,7
76,76.0,77.0,2024-16VitóriaBotafogo,16,2024/07/11 21:30,Vitória,Botafogo,0,1,4,5,1,3,0,0,62' - 1st Goal - Savarino (Botafogo) - Shot,43,57,37,33,84,108,5,4,6,11
77,77.0,78.0,2024-16FlamengoFortaleza EC,16,2024/07/11 20:00,Flamengo,Fortaleza EC,1,2,9,4,1,1,0,0,11' - 1st Goal - (Fortaleza) -,70,30,64,17,135,77,7,2,14,5
78,78.0,79.0,2024-16CriciúmaFluminense,16,2024/07/11 20:00,Criciúma,Fluminense,1,1,2,5,2,1,0,0,53' - 1st Goal - Matheusinho (Criciuma) - Shot,42,58,41,67,73,134,4,10,9,8
79,79.0,80.0,2024-16PalmeirasAtlético GO,16,2024/07/11 19:30,Palmeiras,Atlético GO,3,1,9,2,2,2,0,0,6' - 1st Goal - Lopez (Palmeiras) - Shot,64,36,56,38,131,73,6,3,17,8
80,80.0,81.0,2024-16Vasco da GamaCorinthians,16,2024/07/10 19:00,Vasco da Gama,Corinthians,2,0,7,5,3,5,0,0,55' - 1st Goal - Lucas Piton (Vasco da Gama) - Shot,51,49,63,32,94,109,3,2,11,9
81,81.0,82.0,2024-16Athletico ParanaenseEC Bahia,16,2024/07/10 19:00,Athletico Paranaense,EC Bahia,1,3,9,2,2,2,0,0,10' - 1st Goal - Everaldo (Bahia) - Shot,52,48,63,19,141,81,9,5,14,2
82,82.0,83.0,2024-16GrêmioCruzeiro,16,2024/07/10 18:30,Grêmio,Cruzeiro,0,2,1,5,1,1,1,0,15' - 1st Goal - Ramiro (Cruzeiro) - Header,45,55,59,39,109,103,3,6,5,8
83,83.0,84.0,2024-15BotafogoAtlético Mineiro,15,2024/07/07 20:30,Botafogo,Atlético Mineiro,3,0,3,2,2,1,0,1,13' - 1st Goal - Luiz Henrique (Botafogo) - Shot,63,37,47,12,129,52,8,2,11,4
84,84.0,85.0,2024-15PalmeirasEC Bahia,15,2024/07/07 18:30,Palmeiras,EC Bahia,2,0,4,3,1,1,0,0,45+3' - 1st Goal - Oliveira Goncalves (Palmeiras) - Shot,45,55,40,30,104,84,4,3,7,10
85,85.0,86.0,2024-15Atlético GOAthletico Paranaense,15,2024/07/07 18:30,Atlético GO,Athletico Paranaense,1,2,4,11,1,3,1,0,47' - 1st Goal - Fernando (Atletico GO) - Shot,43,57,57,51,105,89,3,6,9,11
86,86.0,87.0,2024-15VitóriaCriciúma,15,2024/07/07 18:30,Vitória,Criciúma,2,1,6,3,1,2,0,0,31' - 1st Goal - Alerrando (Vitoria) - Penalty,45,55,28,42,67,118,3,3,6,10
87,87.0,88.0,2024-15InternacionalVasco da Gama,15,2024/07/07 18:00,Internacional,Vasco da Gama,1,2,4,4,2,2,0,0,61' - 1st Goal - Adson (Vasco da Gama) - Shot,65,35,82,20,154,64,6,6,8,2
88,88.0,89.0,2024-15CruzeiroCorinthians,15,2024/07/07 16:00,Cruzeiro,Corinthians,3,0,8,8,2,1,0,0,6' - 1st Goal - Matheus Pereira (Cruzeiro) - Shot,47,53,36,45,87,84,5,2,7,13
89,89.0,90.0,2024-15JuventudeGrêmio,15,2024/07/07 16:00,Juventude,Grêmio,3,0,3,8,1,2,0,0,25' - 1st Goal - Gilberto (Juventude) - Shot,48,52,29,39,89,81,6,5,8,8
90,90.0,91.0,2024-15Fortaleza ECFluminense,15,2024/07/07 16:00,Fortaleza EC,Fluminense,1,0,12,3,1,1,0,0,56' - 1st Goal - Lucero (Fortaleza) - Header,42,58,49,47,107,100,6,3,13,8
91,91.0,92.0,2024-15São PauloBragantino,15,2024/07/06 20:00,São Paulo,Bragantino,2,0,6,3,1,2,0,0,66' - 1st Goal - Andre Silva (Sao Paulo) - Shot,59,41,39,35,125,75,4,3,10,7
92,92.0,93.0,2024-15FlamengoCuiabá EC,15,2024/07/06 20:00,Flamengo,Cuiabá EC,1,1,7,0,1,3,0,0,6' - 1st Goal - Lacerda (Cuiaba) - Shot,66,34,64,17,142,83,10,3,10,4
93,93.0,94.0,2024-14FluminenseInternacional,14,2024/07/04 20:00,Fluminense,Internacional,1,1,3,4,6,6,0,0,40' - 1st Goal - Igor Gomes (Internacional) - Shot,55,45,52,32,115,96,3,4,5,8
94,94.0,95.0,2024-14CorinthiansVitória,14,2024/07/04 20:00,Corinthians,Vitória,3,2,9,9,4,2,0,0,26' - 1st Goal - Garro (Corinthians) - Shot,44,56,30,51,109,97,5,6,10,12
95,95.0,96.0,2024-14EC BahiaJuventude,14,2024/07/04 19:00,EC Bahia,Juventude,2,0,6,7,0,4,0,0,59' - 1st Goal - Thaciano (Bahia) - Shot,56,44,36,32,90,93,9,2,13,8
96,96.0,97.0,2024-14GrêmioPalmeiras,14,2024/07/04 19:00,Grêmio,Palmeiras,2,2,5,10,2,3,0,0,2' - 1st Goal - Pavon (Gremio) - Shot,40,60,51,64,75,132,5,5,9,16
97,97.0,98.0,2024-14Atlético MineiroFlamengo,14,2024/07/03 21:30,Atlético Mineiro,Flamengo,2,4,4,4,3,2,1,0,14' - 1st Goal - Bruno Henrique (Flamengo) - Shot,51,49,32,45,92,87,4,8,5,6
98,98.0,99.0,2024-14Athletico ParanaenseSão Paulo,14,2024/07/03 21:30,Athletico Paranaense,São Paulo,1,2,6,2,1,3,1,0,33' - 1st Goal - Ferreira (Sao Paulo) - Shot,45,55,47,32,109,96,4,8,8,5
99,99.0,100.0,2024-14BragantinoAtlético GO,14,2024/07/03 21:30,Bragantino,Atlético GO,3,1,3,8,2,3,0,0,6' - 1st Goal - Lincoln (Bragantino) - Shot,52,48,43,59,82,103,5,6,8,7
100,100.0,101.0,2024-14Vasco da GamaFortaleza EC,14,2024/07/03 20:00,Vasco da Gama,Fortaleza EC,2,0,7,3,4,3,0,1,45+3' - 1st Goal - Matheus Tucurui (Vasco da Gama) - Shot,60,40,49,24,127,98,9,4,10,6
101,101.0,102.0,2024-14CriciúmaCruzeiro,14,2024/07/03 20:00,Criciúma,Cruzeiro,1,0,7,10,3,2,1,0,46' - 1st Goal - Bolasie (Criciuma) - Shot,35,65,38,64,79,137,6,6,7,11
102,102.0,103.0,2024-14Cuiabá ECBotafogo,14,2024/07/03 19:00,Cuiabá EC,Botafogo,1,2,7,5,4,1,0,0,5' - 1st Goal - Kaue (Botafogo) - Shot,51,49,61,21,93,76,6,4,5,2
103,103.0,104.0,2024-13PalmeirasCorinthians,13,2024/07/01 20:00,Palmeiras,Corinthians,2,0,7,3,3,4,1,0,53' - 1st Goal - Veiga (Palmeiras) - Free Kick,49,51,43,34,110,89,10,3,9,11
104,104.0,105.0,2024-13FlamengoCruzeiro,13,2024/06/30 18:30,Flamengo,Cruzeiro,2,1,2,5,1,3,0,0,17' - 1st Goal - Pedro (Flamengo) - Shot,46,54,25,37,92,111,3,5,4,9
105,105.0,106.0,2024-13CriciúmaInternacional,13,2024/06/30 18:30,Criciúma,Internacional,1,1,5,5,2,3,0,0,40' - 1st Goal - Bruno Henrique (Internacional) - Shot,46,54,52,62,107,114,7,4,10,7
106,106.0,107.0,2024-13VitóriaAthletico Paranaense,13,2024/06/30 18:30,Vitória,Athletico Paranaense,0,1,7,6,3,2,0,0,80' - 1st Goal - Julimar (Athletico Paranaense) - Shot,59,41,54,41,111,93,3,2,13,5
107,107.0,108.0,2024-13São PauloEC Bahia,13,2024/06/30 16:00,São Paulo,EC Bahia,3,1,4,4,4,1,0,0,30' - 1st Goal - Calleri (Sao Paulo) - Shot,40,60,28,34,79,104,4,6,6,9
108,108.0,109.0,2024-13GrêmioFluminense,13,2024/06/30 16:00,Grêmio,Fluminense,1,0,6,1,2,2,0,1,61' - 1st Goal - Gomes (Gremio) - Shot,47,53,73,27,114,90,9,3,7,5
109,109.0,110.0,2024-13Fortaleza ECJuventude,13,2024/06/30 16:00,Fortaleza EC,Juventude,2,1,7,5,2,0,0,0,21' - 1st Goal - Lucero (Fortaleza) - Penalty,38,62,45,42,83,99,7,3,12,10
110,110.0,111.0,2024-13Atlético MineiroAtlético GO,13,2024/06/30 11:00,Atlético Mineiro,Atlético GO,1,1,5,8,0,1,0,0,13' - 1st Goal - Fernando (Atletico GO) - Shot (Assist: Lucas Kal),68,32,43,47,123,80,6,6,9,6
111,111.0,112.0,2024-13Vasco da GamaBotafogo,13,2024/06/29 18:30,Vasco da Gama,Botafogo,1,1,0,5,4,4,0,0,73' - 1st Goal - Bastos (Botafogo) - Header,54,46,28,45,101,96,2,6,8,7
112,112.0,113.0,2024-13Cuiabá ECBragantino,13,2024/06/29 18:30,Cuiabá EC,Bragantino,1,1,3,11,3,2,1,0,33' - 1st Goal - Lacerda (Cuiaba) - Shot,34,66,23,58,63,153,2,5,3,10
113,113.0,114.0,2024-12São PauloCriciúma,12,2024/06/27 20:00,São Paulo,Criciúma,2,1,2,2,2,4,0,0,2' - 1st Goal - Alisson (Sao Paulo) - Shot,62,38,30,27,106,97,6,2,7,8
114,114.0,115.0,2024-12FluminenseVitória,12,2024/06/27 19:00,Fluminense,Vitória,0,1,6,2,3,1,0,0,90' - 1st Goal - Janderson (Vitoria) - Shot,63,37,47,31,108,88,5,6,7,3
115,115.0,116.0,2024-12InternacionalAtlético Mineiro,12,2024/06/26 21:30,Internacional,Atlético Mineiro,1,2,5,9,3,4,0,0,53' - 1st Goal - Igor Rabello (Atletico Mineiro) - Header,46,54,52,38,130,108,6,5,7,11
116,116.0,117.0,2024-12EC BahiaVasco da Gama,12,2024/06/26 21:30,EC Bahia,Vasco da Gama,2,1,7,0,0,4,0,1,7' - 1st Goal - Thaciano (Bahia) - Shot,63,37,76,19,104,72,8,3,9,6
