,Unnamed: 0.1,Unnamed: 0,ID,Rodada,Data,Casa,Fora,Gol_Casa,Gol_Fora,Escanteios_Casa,Escanteios_Fora,Cartao_Amarelo_Casa,Cartao_Amarelo_Fora,Cartao_Vermelho_Casa,Cartao_Vermelho_Fora,PrimeiroGol,Posse_De_Bola_Casa,Posse_De_Bola_Fora,AtaquePerigoso_Casa,AtaquePerigoso_Fora,Ataque_Casa,Ataque_Fora,Finalizacao_Gol_Casa,Finalizacao_Gol_Fora,Finalizacao_Casa,Finalizacao_Fora
600,600.0,601.0,2023-1Atlético MineiroVasco da Gama,1,2023/04/15 21:00,Atlético Mineiro,Vasco da Gama,1,2,14,3,6,5,0,0,5' - 1st Goal - Santos (Vasco da Gama) - Header,74,26,73,20,145,73,9,3,18,3
601,601.0,602.0,2023-1Fortaleza ECInternacional,1,2023/04/15 18:30,Fortaleza EC,Internacional,1,1,5,1,1,1,0,0,54' - 1st Goal - Wanderson (Internacional) -,47,53,73,30,126,110,7,6,18,5
602,602.0,603.0,2023-1BragantinoEC Bahia,1,2023/04/15 18:30,Bragantino,EC Bahia,2,1,4,7,3,1,0,0,45' - 1st Goal - Everaldo (Bahia) -,56,44,54,39,127,87,6,3,7,6
603,603.0,604.0,2023-1BotafogoSão Paulo,1,2023/04/15 18:30,Botafogo,São Paulo,2,1,3,7,3,2,0,0,4' - 1st Goal - Tiquinho Soares (Botafogo) -,31,69,57,41,85,122,3,2,9,13
604,604.0,605.0,2023-1Athletico ParanaenseGoiás,1,2023/04/15 18:30,Athletico Paranaense,Goiás,2,0,3,8,2,3,0,0,36' - 1st Goal - Pedro Henrique (Athletico Paranaense) - Shot,44,56,44,51,96,120,3,2,8,14
605,605.0,606.0,2023-1PalmeirasCuiabá EC,1,2023/04/15 16:00,Palmeiras,Cuiabá EC,2,1,4,4,1,4,0,1,5' - 1st Goal - Endrick (Palmeiras) -,52,48,73,41,111,112,6,5,12,8
606,606.0,607.0,2023-1América MineiroFluminense,1,2023/04/15 16:00,América Mineiro,Fluminense,0,3,11,1,3,2,0,0,52' - 1st Goal - Cano (Fluminense) -,46,54,95,22,114,56,1,8,17,7
607,643.0,,2024-24Vasco da GamaAthletico Paranaense,24,2024/08/26 21:00,Vasco da Gama,Athletico Paranaense,2,1,4,5,1,2,0,0,24' - 1st Goal - Gabriel (Athletico Paranaense) - Shot,46,54,66,73,95,128,5,4,2,5
608,,,2024-19CriciúmaBragantino,19,2024/08/28 19:30,Criciúma,Bragantino,1,0,6,8,3,3,0,0,36' - 1st Goal - Marcelo Hermes (Criciuma) - Shot,49,51,51,55,80,110,2,5,12,8
609,,,2024-5CruzeiroInternacional,5,2024/08/28 19:30,Cruzeiro,Internacional,0,0,10,3,2,7,0,1,,68,32,78,26,109,70,4,0,16,1
